nameBold,nameThin,producer,year,alcoholPercentage,volume,price,country,region,district,type,categoryTaste,usage,taste,tasteBitter,tasteSweetness,tasteFruitAcid,tasteBody,tasteRoughness,url,imageURL,grapes
Kleine Zalze,"Cellar Selection Fairtrade Cabernet Sauvignon, Shiraz, Sangiovese",Kleine Zalze,2020,15.0,750.0,99.0,Sydafrika,Western Cape,Coastal Region,Rött vin,Fruktigt & Smakrikt,Serveras vid cirka 18°C till grillade rätter av lamm- och nötkött.,"Mycket fruktig smak med fatkaraktär, inslag av svarta vinbär, svartpeppar, björnbär, choklad, plommon, rosmarin och vanilj.",0.0%,0.0%,75.0%,83.33333333333334%,75.0%,https://www.systembolaget.se/produkt/vin/kleine-zalze-226901,https://product-cdn.systembolaget.se/productimages/24547973/24547973,Sangiovese---Shiraz---Cabernet sauvignon
Bocanegra Monastrell,,Bodegas Francisco Gomez,2019,13.0,750.0,85.0,Spanien,Valencia,Alicante,Rött vin,Mjukt & Bärigt,"Serveras vid cirka 16°C till rätter av ljust kött, gärna kallskuret eller till vegetariska rätter.","Bärig smak med inslag av skogshallon, färska örter, körsbär, lakrits och blodapelsin.",0.0%,0.0%,83.33333333333334%,50.0%,41.66666666666667%,https://www.systembolaget.se/produkt/vin/bocanegra-monastrell-279801,https://product-cdn.systembolaget.se/productimages/24495792/24495792,Monastrell
Reserved & Wild Organic,Chardonnay Sauvignon Blanc,Vins Biecher,2020,13.0,750.0,99.0,Australien,South Australia,,Vitt vin,Friskt & Fruktigt,Serveras vid 8-10°C till rätter av fisk och skaldjur.,"Fruktig smak med inslag av gula äpplen, persika, färska örter, honungsmelon och citrus.",0.0%,8.333333333333332%,75.0%,41.66666666666667%,0.0%,https://www.systembolaget.se/produkt/vin/reserved-&-wild-organic-2003201,https://product-cdn.systembolaget.se/productimages/24528942/24528942,Sauvignon blanc---Chardonnay
Château de la Liquière Faugères,,Château de la Liquière famille Vidal Dumoulin,2019,14.5,750.0,169.0,Frankrike,Languedoc-Roussillon,Coteaux du Languedoc,Rött vin,Kryddigt & Mustigt,Serveras vid cirka 18°C till rätter av mörkt kött.,"Kryddigt, smakrikt vin med inslag av mörka körsbär, viol, peppar, lagerblad, skogshallon och lakritsrot.",0.0%,0.0%,75.0%,83.33333333333334%,75.0%,https://www.systembolaget.se/produkt/vin/château-de-la-liquière-faugères-353101,https://product-cdn.systembolaget.se/productimages/24518415/24518415,Grenache---Syrah---Carignan
Church Road McDonald Series Chardonnay,Church Road Winery,Church Road Winery Ltd,2019,13.0,750.0,179.0,Nya Zeeland,Hawke's Bay,,Vitt vin,Fylligt & Smakrikt,Serveras vid 10-12°C till rätter av fisk eller ljust kött.,"Nyanserad, fruktig smak med rostad fatkaraktär, inslag av gula äpplen, ananas, hasselnötter, grillad citron, kryddor och vanilj.",0.0%,8.333333333333332%,75.0%,58.333333333333336%,0.0%,https://www.systembolaget.se/produkt/vin/church-road-mcdonald-series-chardonnay-253001,https://product-cdn.systembolaget.se/productimages/24534241/24534241,Chardonnay
Rendola,Sangiovese Organic,Cerester Wines,2019,13.5,750.0,105.0,Italien,Marche,,Rött vin,Fruktigt & Smakrikt,Serveras vid cirka 18°C till grillade rätter av lamm- eller nötkött.,"Nyanserad, fruktig smak med fatkaraktär, inslag av plommon, choklad, mörka körsbär, svartpeppar och örter.",0.0%,0.0%,75.0%,75.0%,75.0%,https://www.systembolaget.se/produkt/vin/rendola-281701,https://product-cdn.systembolaget.se/productimages/24528944/24528944,Sangiovese
Tuffeaux,,Damien Lorieux,2018,14.0,750.0,159.0,Frankrike,Loiredalen,Touraine,Rött vin,Fruktigt & Smakrikt,Serveras vid 16-17°C till rätter av lamm- och nötkött.,"Nyanserad, fruktig smak med inslag av svarta vinbär, ceder, blåbär, färska örter, mineral, lakrits och skogshallon.",0.0%,0.0%,83.33333333333334%,66.66666666666666%,66.66666666666666%,https://www.systembolaget.se/produkt/vin/tuffeaux-252401,,Cabernet franc
Champagne de Saint-Gall,Blanc de Blancs Grand Cru Extra Brut,Union Champagne,,12.5,750.0,500.0,Frankrike,Champagne,,Mousserande vin,Torrt vitt,"Serveras vid 8-10°C som aperitif eller till rätter av ljust kött, eller till smakrika rätter av fisk.","Komplex, utvecklad, mycket frisk smak med inslag av nougat, rostat bröd, äpplen,  persika, vit choklad och pomerans.",0.0%,8.333333333333332%,83.33333333333334%,58.333333333333336%,0.0%,https://www.systembolaget.se/produkt/vin/champagne-de-saint-gall-794801,https://product-cdn.systembolaget.se/productimages/24515358/24515358,Chardonnay
The Dalmatian Dog,,Black Island Winery D.O.O,2018,14.5,750.0,120.0,Kroatien,Primorska,Sjeverna Dalmacija,Rött vin,Kryddigt & Mustigt,Serveras vid 16-18°C till rätter av lamm- och nötkött.,"Kryddig, fruktig smak med fatkaraktär, inslag av körsbär, svartpeppar, skogshallon, timjan, blåbär och lakrits.",0.0%,0.0%,83.33333333333334%,66.66666666666666%,66.66666666666666%,https://www.systembolaget.se/produkt/vin/the-dalmatian-dog-209701,https://product-cdn.systembolaget.se/productimages/24494094/24494094,Babic
Marquis de Beys Red,,Domaine des Tourelles,2016,14.0,750.0,199.0,Libanon,Bekaa,,Rött vin,Fruktigt & Smakrikt,Serveras vid cirka 18°C till rätter av mörkt kött.,"Nyanserad, något utvecklad, fruktig smak med fatkaraktär, inslag av plommon, kaffe, björnbär, svarta vinbär, tobak, kakao, peppar och vanilj.",0.0%,0.0%,75.0%,83.33333333333334%,75.0%,https://www.systembolaget.se/produkt/vin/marquis-de-beys-red-2232501,https://product-cdn.systembolaget.se/productimages/24516816/24516816,Cabernet sauvignon---Syrah
Mariposa,Reserva,Quinta da Mariposa,2018,13.5,750.0,159.0,Portugal,Dão,,Rött vin,Fruktigt & Smakrikt,Serveras vid cirka 18°C till rätter av mörkt kött.,"Fruktig, balanserad smak med inslag av fat, plommon, björnbär, viol, skogshallon, lagerblad, svartpeppar och örter.",0.0%,0.0%,75.0%,75.0%,75.0%,https://www.systembolaget.se/produkt/vin/mariposa-200201,https://product-cdn.systembolaget.se/productimages/24519764/24519764,Touriga nacional
Oxford Landing,Chardonnay,Oxford Landing Estates,2020,12.5,750.0,99.0,Australien,South Australia,Lower Murray,Vitt vin,Friskt & Fruktigt,"Serveras vid 8-10°C till rätter av fisk eller skaldjur, eller till sallader.","Mycket fruktig smak med inslag av fat, päron, honungsmelon, persika, örter och citrus.",0.0%,8.333333333333332%,75.0%,41.66666666666667%,0.0%,https://www.systembolaget.se/produkt/vin/oxford-landing-572001,https://product-cdn.systembolaget.se/productimages/24500430/24500430,Chardonnay
Portacomaro,Ruchè di Castagnole Monferrato,Produttori di Govone,2018,13.5,750.0,149.0,Italien,Piemonte,Ruchè di Castagnole Monferrato,Rött vin,Fruktigt & Smakrikt,Serveras vid 16-18°C till rätter av lamm- och nötkött.,"Nyanserad, fruktig, något kryddig smak med inslag av körsbär, viol, björnbär, peppar, rökig mineral och mogna jordgubbar.",0.0%,0.0%,75.0%,66.66666666666666%,66.66666666666666%,https://www.systembolaget.se/produkt/vin/portacomaro-252701,https://product-cdn.systembolaget.se/productimages/24474151/24474151,Ruché
Crama Trantu Noblesse Feteasca Regala,,Vinex Murfatlar Srl,2019,12.5,750.0,89.0,Rumänien,Dobrogea,Murfatlar,Vitt vin,Friskt & Fruktigt,"Serveras vid 8-10°C som aperitif, eller till rätter av fisk och skaldjur.","Fruktig, mycket frisk smak med inslag av gula krusbär, örter, honungsmelon och citron.",0.0%,8.333333333333332%,83.33333333333334%,33.33333333333333%,0.0%,https://www.systembolaget.se/produkt/vin/crama-trantu-noblesse-feteasca-regala-215601,https://product-cdn.systembolaget.se/productimages/24538034/24538034,Feteasca regala
Malat Ried Höhlgraben,Grüner Veltliner,Weingut Malat,2019,12.5,750.0,179.0,Österrike,Niederösterreich,Kremstal,Vitt vin,Friskt & Fruktigt,"Serveras vid 8-10°C till vegetariska rätter, eller till rätter av fisk och ljust kött.","Fruktig, nyanserad smak med inslag av gula päron, rökig mineral, persika, galiamelon, vitpeppar, örter, ananas och mandarin.",0.0%,8.333333333333332%,75.0%,41.66666666666667%,0.0%,https://www.systembolaget.se/produkt/vin/malat-ried-höhlgraben-242701,https://product-cdn.systembolaget.se/productimages/24531986/24531986,Grüner veltliner
Costa Gran Reserva,Cinsault Rosé,Talagante International Brands,2020,12.0,750.0,99.0,Chile,Région del Sur,Valle del Itata,Rosévin,Friskt & Bärigt,"Serveras vid 8-10°C som sällskapsdryck, till fisk- och kycklingrätter eller till sallader.","Bärig, mycket frisk smak med inslag av hallon, färska örter, rabarber, smultron och blodgrapefrukt.",0.0%,8.333333333333332%,83.33333333333334%,33.33333333333333%,0.0%,https://www.systembolaget.se/produkt/vin/costa-gran-reserva-220201,,Cinsault---Syrah
Origen Gran Reserva,Synergy Blend,Viña Chocalán,2018,14.5,750.0,159.0,Chile,Valle Central,Maipo,Rött vin,Fruktigt & Smakrikt,Serveras vid cirka 18°C till rätter av mörkt kött.,"Nyanserad, fruktig smak med fatkaraktär, inslag av svarta vinbär, ceder, kryddor, plommon, timjan, kaffe och choklad.",0.0%,0.0%,75.0%,83.33333333333334%,75.0%,https://www.systembolaget.se/produkt/vin/origen-gran-reserva-234401,https://product-cdn.systembolaget.se/productimages/24500892/24500892,Cabernet sauvignon---Merlot---Carmenère---Cabernet franc---Malbec
Wente,Estate Grown Chardonnay,Wente Vineyards,2019,13.5,750.0,145.0,USA,Kalifornien,Central Coast,Vitt vin,Fylligt & Smakrikt,"Serveras vid 10-12°C till smakrika rätter av fisk, till ljust kött, eller till lättare rätter av lammkött.","Nyanserad, fruktig, mycket frisk smak med rostad fatkaraktär, inslag av gula äpplen, kardemumma, persika, brynt smör, vanilj och apelsin.",0.0%,8.333333333333332%,83.33333333333334%,50.0%,0.0%,https://www.systembolaget.se/produkt/vin/wente-202701,https://product-cdn.systembolaget.se/productimages/24528948/24528948,Chardonnay---Gewürztraminer
Garzón,Reserve Albariño,Bodega Garzón,2020,13.5,750.0,139.0,Uruguay,Maldonado,,Vitt vin,Friskt & Fruktigt,"Serveras vid 8-10°C till vegetariska rätter, eller till rätter av fisk och skaldjur. ","Mycket fruktig och frisk smak med inslag av persika, mineral, gula päron, örter, ananas och lime.",0.0%,8.333333333333332%,83.33333333333334%,41.66666666666667%,0.0%,https://www.systembolaget.se/produkt/vin/garzón-247101,https://product-cdn.systembolaget.se/productimages/24537227/24537227,Albariño
Amazone de Palmer,,Palmer & Co,,12.0,750.0,1099.0,Frankrike,Champagne,,Mousserande vin,Torrt vitt,"Serveras vid 8-10°C som aperitif, till rätter av fisk och skaldjur, eller till lättare rätter av ljust kött.","Komplex, något utvecklad, mycket frisk smak med inslag av gula äpplen, rostat bröd, honung, nötter, vit choklad, mineral och grapefrukt.",0.0%,8.333333333333332%,83.33333333333334%,58.333333333333336%,0.0%,https://www.systembolaget.se/produkt/vin/amazone-de-palmer-794701,https://product-cdn.systembolaget.se/productimages/24515161/24515161,Chardonnay---Pinot noir
Fontanafredda Alta Langa,Limited Edition,Fontanafredda,2016,12.5,750.0,169.0,Italien,Piemonte,Alta Langa,Mousserande vin,Torrt vitt,"Serveras vid 8-10°C som aperitif, eller till rätter av fisk och skaldjur.","Fruktig, mycket frisk smak med inslag av äpplen, nötter, gula päron, kex och citrusskal.",0.0%,8.333333333333332%,83.33333333333334%,50.0%,0.0%,https://www.systembolaget.se/produkt/vin/fontanafredda-alta-langa-794901,https://product-cdn.systembolaget.se/productimages/24516383/24516383,Pinot nero---Chardonnay
Te Mata Cape Crest,Sauvignon Blanc,Te Mata Estate,2019,13.5,750.0,199.0,Nya Zeeland,Hawke's Bay,,Vitt vin,Friskt & Fruktigt,"Serveras vid 8-10°C till rätter av fisk och kyckling, eller till vegetariska rätter.","Fruktig, något aromatisk, mycket frisk smak med inslag av fat, passionsfrukt, svartvinbärsblad, nektarin, mineral, kryddor och lime.",0.0%,8.333333333333332%,83.33333333333334%,41.66666666666667%,0.0%,https://www.systembolaget.se/produkt/vin/te-mata-cape-crest-657001,https://product-cdn.systembolaget.se/productimages/24500886/24500886,Sauvignon blanc---Semillon---Sauvignon gris
Pesquera Millenium,Gran Reserva,Fernández Rivera,2009,14.5,750.0,349.0,Spanien,Kastilien-León,Ribera del Duero,Rött vin,Stramt & Nyanserat,Serveras vid cirka 18°C till rätter av mörkt kött.,"Komplex, något utvecklad, kryddig smak med fatkaraktär, inslag av korinter, mörk choklad, plommon, ceder, tobak, körsbär och nötter.",0.0%,0.0%,75.0%,83.33333333333334%,75.0%,https://www.systembolaget.se/produkt/vin/pesquera-millenium-281201,https://product-cdn.systembolaget.se/productimages/24518971/24518971,Tempranillo
Altura,Semillon,Bodega Norton,2019,14.0,750.0,149.0,Argentina,Cuyo,Mendoza,Vitt vin,Friskt & Fruktigt,"Serveras vid 8-10°C till rätter av fisk eller ljust kött, eller till smakrika vegetariska rätter.","Nyanserad, aromatisk, mycket frisk smak med inslag av gula äpplen, bivax, rökig mineral, persika, päron, krusbär och citrus.",0.0%,8.333333333333332%,83.33333333333334%,58.333333333333336%,0.0%,https://www.systembolaget.se/produkt/vin/altura-249201,https://product-cdn.systembolaget.se/productimages/24500918/24500918,Sémillon
Gamlitz,Sauvignon Blanc,Weingut Lackner-Tinnacher,2019,12.5,750.0,149.0,Österrike,Steiermark,Südsteiermark,Vitt vin,Friskt & Fruktigt,"Serveras vid 8-10°C som aperitif eller till rätter av fisk eller skaldjur, eller till sallader, eller till syrliga getostar.","Fruktig, aromatisk, mycket frisk smak med inslag av krusbär, svartvinbärsblad, persika, mineral, päron, citrus och örter.",0.0%,8.333333333333332%,83.33333333333334%,41.66666666666667%,0.0%,https://www.systembolaget.se/produkt/vin/gamlitz-468101,https://product-cdn.systembolaget.se/productimages/24518949/24518949,Sauvignon blanc
Bonterra,Cabernet Sauvignon,Bonterra Vineyards,2019,14.5,750.0,139.0,USA,Kalifornien,,Rött vin,Fruktigt & Smakrikt,Serveras vid 16-18°C till grillade rätter av lamm- och nötkött.,"Nyanserad, fruktig smak med fatkaraktär, inslag av svarta vinbär, viol, plommon, choklad, örter, skogshallon och vanilj.",0.0%,0.0%,75.0%,75.0%,75.0%,https://www.systembolaget.se/produkt/vin/bonterra-218601,https://product-cdn.systembolaget.se/productimages/24528499/24528499,Cabernet sauvignon
Rota de Santiago,,Carlos Nélson Nunes Flor,2019,13.5,750.0,99.0,Portugal,Beira Interior,,Rött vin,Fruktigt & Smakrikt,Serveras vid 16-18°C till rätter av lamm- och nötkött.,"Fruktig, något kryddig smak med inslag av fat, blåbär, peppar, mörka körsbär, kanel, lavendel och hallon.",0.0%,0.0%,75.0%,66.66666666666666%,66.66666666666666%,https://www.systembolaget.se/produkt/vin/rota-de-santiago-255501,https://product-cdn.systembolaget.se/productimages/24540389/24540389,Touriga nacional---Touriga franca---Tinta roriz
Paolo Scavino,Barolo Bricco Ambrogio,Paolo Scavino,2015,14.0,750.0,649.0,Italien,Piemonte,Barolo,Rött vin,Stramt & Nyanserat,Serveras vid cirka 18°C till rätter av mörkt kött.,"Komplex, kryddig smak med fatkaraktär, inslag av nypon, rosor, kanel, persika, svart te, mogna jordgubbar och nougat.",0.0%,0.0%,91.66666666666666%,75.0%,91.66666666666666%,https://www.systembolaget.se/produkt/vin/paolo-scavino-244001,https://product-cdn.systembolaget.se/productimages/24516384/24516384,Nebbiolo
Emblem Napa Valley Cabernet Sauvignon,Michael Mondavi,Michael Mondavi Family Estate,2016,15.0,750.0,369.0,USA,Kalifornien,North Coast,Rött vin,Fruktigt & Smakrikt,Serveras vid cirka 18°C till rätter av mörkt kött.,"Komplex, fruktig smak med tydlig fatkaraktär, inslag av svarta vinbär, kakao, plommon, kryddor, fikon, tobak, kaffe och vanilj.",0.0%,0.0%,83.33333333333334%,83.33333333333334%,83.33333333333334%,https://www.systembolaget.se/produkt/vin/emblem-napa-valley-cabernet-sauvignon-269401,https://product-cdn.systembolaget.se/productimages/24494041/24494041,Cabernet sauvignon---Petit verdot---Petite sirah
Mauro,Primitivo Alberello,Nordic Sea Winery,2019,14.0,375.0,44.0,Italien,Apulien,Salento,Rött vin,Fruktigt & Smakrikt,"Serveras vid cirka 16°C till rätter av fläsk- eller lammkött, eller till vegetariska rätter.","Mycket fruktig, ungdomlig smak med inslag av fat, blåbär, björnbär, lakrits och vanilj.",0.0%,0.0%,75.0%,58.333333333333336%,58.333333333333336%,https://www.systembolaget.se/produkt/vin/mauro-3236402,https://product-cdn.systembolaget.se/productimages/193689/193689,Primitivo
Casillero del Diablo,Cabernet Sauvignon,Concha y Toro,2019,13.5,375.0,40.0,Chile,Valle Central,,Rött vin,Fruktigt & Smakrikt,Serveras vid 16-18°C till rätter av lamm- eller nötkött.,"Fruktig smak med inslag av fat, svarta vinbär, färska örter, körsbär och choklad.",0.0%,0.0%,75.0%,58.333333333333336%,58.333333333333336%,https://www.systembolaget.se/produkt/vin/casillero-del-diablo-296202,https://product-cdn.systembolaget.se/productimages/2254/2254,Cabernet sauvignon
Segredos de São Miguel,Organic,Alexandre Relvas,2019,14.5,750.0,89.0,Portugal,Alentejo,Alentejano,Rött vin,Fruktigt & Smakrikt,Serveras vid 16-18°C till rätter av lamm- och nötkött.,"Fruktig smak med inslag av fat, björnbär, plommon, kryddnejlika, mörka körsbär och  lakrits.",0.0%,0.0%,75.0%,66.66666666666666%,66.66666666666666%,https://www.systembolaget.se/produkt/vin/segredos-de-são-miguel-260301,https://product-cdn.systembolaget.se/productimages/24427019/24427019,
Biecher,Riesling,Jean Biecher,2019,12.0,750.0,99.0,Frankrike,Alsace,,Vitt vin,Friskt & Fruktigt,"Serveras vid cirka 8°C till rätter av fisk eller skaldjur, eller till sallader.","Fruktig, ungdomlig smak med inslag av gröna äpplen, honungsmelon, citron och mineral.",0.0%,8.333333333333332%,75.0%,33.33333333333333%,0.0%,https://www.systembolaget.se/produkt/vin/biecher-1228401,https://product-cdn.systembolaget.se/productimages/16465/16465,Riesling
Steak Wine,Malbec,Bodegas y Vñedos La Esperanza SA,2019,14.0,2250.0,169.0,Argentina,Cuyo,Mendoza,Rött vin,Fruktigt & Smakrikt,Serveras vid 16-18°C till grillade rätter av lamm- eller nötkött.,"Fruktig smak med inslag av fat, blåbär, plommon, viol, lakrits, örter och choklad.",0.0%,0.0%,75.0%,75.0%,66.66666666666666%,https://www.systembolaget.se/produkt/vin/steak-wine-270307,https://sb-product-media-prod.azureedge.net/productimages/24449904/24449904,Malbec
Villa Valentina,Sangiovese,Iconic Wines,2019,13.0,750.0,89.0,Italien,Apulien,,Rött vin,Fruktigt & Smakrikt,"Serveras vid 16-18°C till grillade rätter av fläsk- eller lammkött, eller till vegetariska rätter.","Fruktig smak med liten sötma, inslag av fat, mörka körsbär, mogna jordgubbar, kanel och vanilj.",0.0%,0.0%,75.0%,58.333333333333336%,50.0%,https://www.systembolaget.se/produkt/vin/villa-valentina-7659801,https://product-cdn.systembolaget.se/productimages/1020801/1020801,Sangiovese
Les Fumées Blanches,Sauvignon Blanc,François Lurton,2020,11.5,750.0,95.0,Frankrike,,,Vitt vin,Friskt & Fruktigt,"Serveras vid 8-10°C till rätter av fisk och skaldjur, eller till syrliga getostar.","Fruktig, ungdomlig, mycket frisk smak med inslag av krusbär, svartvinbärsblad, päron och lime.",0.0%,8.333333333333332%,83.33333333333334%,33.33333333333333%,0.0%,https://www.systembolaget.se/produkt/vin/les-fumées-blanches-2213901,https://product-cdn.systembolaget.se/productimages/28402/28402,Sauvignon blanc
Stoneleigh,Riesling,Stoneleigh Vineyards,2020,11.0,750.0,99.0,Nya Zeeland,Marlborough,,Vitt vin,Friskt & Fruktigt,"Serveras vid cirka 8°C som aperitif, eller till rätter av fisk och skaldjur, gärna med asiatiska inslag, eller till lättare vegetariska rätter.","Mycket frisk, nyanserad, aromatisk smak med liten sötma, inslag av gröna äpplen, krusbär, honungsmelon och lime.",0.0%,25.0%,83.33333333333334%,33.33333333333333%,0.0%,https://www.systembolaget.se/produkt/vin/stoneleigh-649801,https://product-cdn.systembolaget.se/productimages/24366/24366,Riesling
Casa Marrone,Gran Marrone Appassimento,Casa Marrone,2020,14.5,750.0,129.0,Italien,Apulien,,Rött vin,Kryddigt & Mustigt,Serveras vid 16-18°C till rätter av lamm- eller nötkött.,"Kryddig smak med inslag av fat, romrussin, choklad, vanilj, mörka körsbär och kanel.",0.0%,0.0%,75.0%,75.0%,66.66666666666666%,https://www.systembolaget.se/produkt/vin/casa-marrone-7668601,https://product-cdn.systembolaget.se/productimages/1198955/1198955,Primitivo
Martini,Bianco,Martini Rossi,,15.0,750.0,99.0,Italien,,,Aperitif & Dessert,Vermouth,Serveras vid kyld som aperitif eller används som drinkingrediens.,"Kryddig, söt smak med inslag av päron, citrus, malört och vanilj.",0.0%,83.33333333333334%,0.0%,50.0%,0.0%,https://www.systembolaget.se/produkt/vin/martini-868101,https://product-cdn.systembolaget.se/productimages/13887/13887,
Lindemans Bin 65,Chardonnay,Lindemans,2020,13.5,375.0,47.0,Australien,South Eastern Australia,,Vitt vin,Fylligt & Smakrikt,"Serveras vid 8-10°C till rätter av fisk, eller till ljust kött.","Mycket fruktig smak med inslag av fat, gula äpplen, ananas, päron, apelsin och vanilj.",0.0%,8.333333333333332%,75.0%,41.66666666666667%,0.0%,https://www.systembolaget.se/produkt/vin/lindemans-bin-65-210602,https://product-cdn.systembolaget.se/productimages/1433/1433,Chardonnay
Bourgogne Rouge,Pinot Noir Labouré-Roi,Labouré-Roi,2019,13.0,750.0,119.0,Frankrike,Bourgogne,,Rött vin,Mjukt & Bärigt,"Serveras vid 14-16°C till rätter av ljust kött eller stekt fisk, eller till vegetariska rätter.","Bärig smak med inslag av skogshallon, jordgubbar, färska örter och lingon.",0.0%,0.0%,83.33333333333334%,33.33333333333333%,33.33333333333333%,https://www.systembolaget.se/produkt/vin/bourgogne-rouge-547501,https://product-cdn.systembolaget.se/productimages/3042/3042,Pinot noir
Lat 42,Gran Reserva,Torre de Oña,2013,14.0,750.0,129.0,Spanien,Rioja,,Rött vin,Kryddigt & Mustigt,Serveras vid 16-18°C till rätter av lamm- eller nötkött.,"Mogen, kryddig smak med fatkaraktär, inslag av torkad frukt, kanel, dill, pomerans, nötter och tobak.",0.0%,0.0%,75.0%,66.66666666666666%,66.66666666666666%,https://www.systembolaget.se/produkt/vin/lat-42-1267901,https://product-cdn.systembolaget.se/productimages/338837/338837,Tempranillo
Ecologica Berlina Organic,,Ruppertsberger Weinkeller Hoheburg eG,2019,8.5,750.0,69.0,Tyskland,Rhein,,Vitt vin,Druvigt & Blommigt,"Serveras vid cirka 8°C som sällskapsdryck eller till kryddstarka rätter, gärna med asiatiska inslag.","Druvig, ungdomlig smak med sötma, inslag av päron, persika, mandarin och fläder.",0.0%,50.0%,75.0%,33.33333333333333%,0.0%,https://www.systembolaget.se/produkt/vin/ecologica-berlina-organic-626601,https://product-cdn.systembolaget.se/productimages/369865/369865,Riesling---Rivaner
Gustave Lorentz,Riesling Réserve,Gustave Lorentz,2019,12.5,750.0,109.0,Frankrike,Alsace,,Vitt vin,Druvigt & Blommigt,Serveras vid 8-10°C som aperitif eller till lättare rätter av fisk och skaldjur.,"Druvig, mycket frisk smak med inslag av päron, vita blommor, persika, örter och citrusskal.",0.0%,8.333333333333332%,83.33333333333334%,33.33333333333333%,0.0%,https://www.systembolaget.se/produkt/vin/gustave-lorentz-2225701,https://product-cdn.systembolaget.se/productimages/38233/38233,Riesling
Moët & Chandon,Brut Impérial,Moët & Chandon,,12.0,750.0,439.0,Frankrike,Champagne,,Mousserande vin,Torrt vitt,Serveras vid 8-10°C som aperitif eller till rätter av fisk eller skaldjur.,"Fruktig, mycket frisk smak med inslag av ljust bröd, gula äpplen, mineral och blodapelsin.",0.0%,8.333333333333332%,83.33333333333334%,41.66666666666667%,0.0%,https://www.systembolaget.se/produkt/vin/moët-&-chandon-751801,https://product-cdn.systembolaget.se/productimages/3977/3977,
Prosecco,Pizzolato,La Cantina Pizzolato,,11.0,750.0,95.0,Italien,Venetien,Prosecco,Mousserande vin,Torrt vitt,"Serveras vid 8-10°C som sällskapsdryck, eller till lättare rätter av fisk och skaldjur.","Fruktig smak med inslag av päron, honungsmelon och mandarin.",0.0%,16.666666666666664%,75.0%,33.33333333333333%,0.0%,https://www.systembolaget.se/produkt/vin/prosecco-787001,https://product-cdn.systembolaget.se/productimages/507880/507880,Glera
Königsmosel,Riesling,Ewald Theod Drathen,2019,8.5,750.0,69.0,Tyskland,Mosel,,Vitt vin,Druvigt & Blommigt,"Serveras vid cirka 8°C som sällskapsdryck eller till fiskrätter, gärna med heta och asiatiska inslag.","Druvig smak med sötma, inslag av päron, honungsmelon, persika och citrus.",0.0%,50.0%,75.0%,25.0%,0.0%,https://www.systembolaget.se/produkt/vin/königsmosel-746901,https://product-cdn.systembolaget.se/productimages/7433/7433,Riesling
Pizzolato Spumante d'Italia Bianco,Extra Dry,La Cantina Pizzolato,,11.0,750.0,79.0,Italien,,,Mousserande vin,Torrt vitt,Serveras vid 6-8°C som sällskapsvin.,"Torr, fruktig smak med inslag av päron, citrusskal och fläder.",0.0%,16.666666666666664%,75.0%,33.33333333333333%,0.0%,https://www.systembolaget.se/produkt/vin/pizzolato-spumante-d'italia-bianco-7718501,https://product-cdn.systembolaget.se/productimages/866390/866390,Glera---Pinot nero
